,BGCR,TGCR,MOVE,SW_2Y,SW_5Y,SW_10Y,SW_30Y
2010-09-20,,,103.6,0.6715,1.653,2.723,3.5195
2010-09-21,,,96.6,0.6143,1.5409,2.599,3.4236
2010-09-22,,,89.8,0.6285,1.558,2.5979,3.3947
2010-09-23,,,88.7,0.613,1.555,2.5955,3.3803
2010-09-24,,,83.7,0.6293,1.589,2.647,3.434
2010-09-27,,,85.7,0.6108,1.5235,2.5597,3.349
2010-09-28,,,84.6,0.5935,1.4655,2.485,3.2595
2010-09-29,,,85.6,0.597,1.4965,2.5375,3.2978
2010-09-30,,,85.1,0.603,1.5163,2.574,3.3467
2010-10-01,,,86.5,0.615,1.524,2.59,3.3735
2010-10-04,,,96.7,0.5968,1.4894,2.5535,3.3423
2010-10-05,,,89.2,0.5845,1.4763,2.5668,3.3923
2010-10-06,,,90.4,0.557,1.441,2.4973,3.317
2010-10-07,,,87.8,0.5295,1.4108,2.4875,3.348
2010-10-08,,,80.1,0.511,1.375,2.4985,3.3925
2010-10-11,,,80.1,0.5249,1.376,2.498,3.391
2010-10-12,,,78.3,0.537,1.39,2.5175,3.4556
2010-10-13,,,81.3,0.517,1.367,2.5003,3.4443
2010-10-14,,,84.6,0.549,1.436,2.592,3.5511
2010-10-15,,,88.1,0.549,1.442,2.636,3.597
2010-10-18,,,89.5,0.552,1.3873,2.5768,3.563
2010-10-19,,,88.6,0.54,1.362,2.5448,3.52
2010-10-20,,,87.1,0.512,1.347,2.538,3.4958
2010-10-21,,,89.6,0.5253,1.38,2.6045,3.5728
2010-10-22,,,92.4,0.5365,1.4013,2.622,3.553
2010-10-25,,,90.3,0.533,1.439,2.6463,3.551
2010-10-26,,,97.4,0.5625,1.5099,2.7303,3.6315
2010-10-27,,,99.9,0.5808,1.5675,2.8055,3.7039
2010-10-28,,,98.7,0.5215,1.4815,2.7435,3.6873
2010-10-29,,,99.8,0.4995,1.4168,2.683,3.6351
2010-11-01,,,98.7,0.5058,1.4261,2.7134,3.677
2010-11-02,,,98.3,0.513,1.434,2.6945,3.6333
2010-11-03,,,83.1,0.4878,1.391,2.677,3.7005
2010-11-04,,,82.1,0.4813,1.3101,2.6289,3.714
2010-11-05,,,81.7,0.526,1.36,2.6665,3.7559
2010-11-08,,,82.5,0.57,1.388,2.69,3.752
2010-11-09,,,90.4,0.6365,1.5345,2.831,3.8837
2010-11-10,,,91.6,0.637,1.502,2.7915,3.8735
2010-11-11,,,91.6,0.7185,1.4871,2.7793,3.8587
2010-11-12,,,97.7,0.7258,1.6663,2.929,3.9188
2010-11-15,,,103.9,0.732,1.7868,3.0843,4.0395
2010-11-16,,,100.8,0.7008,1.7325,2.9855,3.92
2010-11-17,,,95.1,0.6735,1.73,3.03,3.9575
2010-11-18,,,98.6,0.6818,1.764,3.0465,3.9647
2010-11-19,,,94.5,0.6875,1.7768,3.0325,3.9445
2010-11-22,,,90.6,0.6369,1.6594,2.952,3.8983
2010-11-23,,,90.8,0.6402,1.642,2.916,3.87
2010-11-24,,,101.0,0.7545,1.795,3.057,3.9595
2010-11-25,,,101.0,0.6832,1.662,2.914,3.8944
2010-11-26,,,100.8,0.7856,1.8003,3.0246,3.9119
2010-11-29,,,100.4,0.754,1.763,2.9705,3.8355
2010-11-30,,,101.9,0.7608,1.7464,2.961,3.8198
2010-12-01,,,110.1,0.8065,1.9035,3.1305,3.9683
2010-12-02,,,109.3,0.7907,1.9335,3.164,3.9905
2010-12-03,,,102.7,0.695,1.8743,3.1708,4.037
2010-12-06,,,98.2,0.6558,1.7793,3.0893,3.9553
2010-12-07,,,110.4,0.743,1.9635,3.2809,4.083
2010-12-08,,,112.1,0.832,2.0935,3.3965,4.1436
2010-12-09,,,109.0,0.8155,2.0816,3.3035,4.0508
2010-12-10,,,110.8,0.867,2.188,3.432,4.1185
2010-12-13,,,110.4,0.8055,2.086,3.376,4.117
2010-12-14,,,118.4,0.8815,2.2816,3.5735,4.262
2010-12-15,,,125.2,0.9378,2.3635,3.6663,4.36
2010-12-16,,,122.7,0.879,2.2575,3.543,4.2815
2010-12-17,,,119.1,0.8398,2.1655,3.43,4.1618
2010-12-20,,,112.7,0.839,2.1451,3.425,4.1638
2010-12-21,,,104.2,0.8225,2.1298,3.3905,4.131
2010-12-22,,,106.4,0.8695,2.1885,3.433,4.1653
2010-12-23,,,106.8,0.915,2.2414,3.4705,4.091
2010-12-24,,,106.8,0.8545,2.1835,3.47,4.183
2010-12-27,,,106.1,0.8829,2.2204,3.412,4.1425
2010-12-28,,,110.2,0.9338,2.3413,3.5592,4.264
2010-12-29,,,111.3,0.8325,2.202,3.4301,4.181
2010-12-30,,,111.3,0.843,2.238,3.452,4.182
2010-12-31,,,110.4,0.7921,2.173,3.3795,4.104
2011-01-03,,,105.9,0.785,2.167,3.4048,4.1798
2011-01-04,,,102.8,0.8185,2.1755,3.3992,4.1953
2011-01-05,,,116.2,0.9205,2.3195,3.546,4.309
2011-01-06,,,112.9,0.923,2.279,3.4795,4.2545
2011-01-07,,,107.5,0.8598,2.1885,3.4052,4.1928
2011-01-10,,,102.5,0.8305,2.1453,3.3622,4.1518
2011-01-11,,,100.3,0.8385,2.1885,3.4191,4.194
2011-01-12,,,98.3,0.8395,2.193,3.434,4.232
2011-01-13,,,96.4,0.803,2.122,3.367,4.1963
2011-01-14,,,96.4,0.807,2.14,3.3955,4.23
2011-01-17,,,96.4,0.7992,2.1545,3.3985,4.2264
2011-01-18,,,97.6,0.8165,2.169,3.4325,4.2725
2011-01-19,,,93.4,0.7937,2.148,3.4068,4.247
2011-01-20,,,97.8,0.8623,2.2613,3.5176,4.3423
2011-01-21,,,95.3,0.8435,2.2283,3.4788,4.289
2011-01-24,,,93.7,0.847,2.232,3.4827,4.2868
2011-01-25,,,93.5,0.8058,2.17,3.4165,4.2223
2011-01-26,,,93.3,0.8175,2.219,3.499,4.3185
2011-01-27,,,93.2,0.7885,2.1978,3.4765,4.2968
2011-01-28,,,90.3,0.7735,2.1505,3.4224,4.2565
2011-01-31,,,96.2,0.7912,2.1819,3.4716,4.308
2011-02-01,,,97.2,0.8304,2.2475,3.5423,4.3672
2011-02-02,,,102.5,0.8774,2.3234,3.5805,4.3803
2011-02-03,,,102.3,0.9252,2.4143,3.661,4.4399
2011-02-04,,,105.1,0.955,2.48,3.7378,4.487
2011-02-07,,,101.4,0.9651,2.4858,3.743,4.4699
2011-02-08,,,101.2,1.0398,2.6118,3.8464,4.5358
2011-02-09,,,99.3,0.9935,2.552,3.7701,4.4834
2011-02-10,,,100.5,1.0376,2.617,3.8166,4.5378
2011-02-11,,,97.2,1.04,2.5743,3.7493,4.4737
2011-02-14,,,95.6,1.0475,2.5685,3.7338,4.4515
2011-02-15,,,94.7,1.0306,2.5322,3.7085,4.4245
2011-02-16,,,95.5,1.0318,2.5534,3.725,4.4409
2011-02-17,,,94.4,0.9802,2.4785,3.674,4.4173
2011-02-18,,,94.3,0.9545,2.4795,3.6863,4.4385
2011-02-21,,,94.3,0.9576,2.48,3.6795,4.44
2011-02-22,,,97.3,0.925,2.3756,3.5763,4.373
2011-02-23,,,96.7,0.925,2.4093,3.6018,4.3595
2011-02-24,,,96.9,0.9185,2.3999,3.568,4.321
2011-02-25,,,93.1,0.9061,2.3695,3.5389,4.2815
2011-02-28,,,90.5,0.8812,2.3513,3.5408,4.286
2011-03-01,,,97.5,0.854,2.3185,3.516,4.2618
2011-03-02,,,96.6,0.8892,2.394,3.597,4.3475
2011-03-03,,,100.4,0.9625,2.498,3.6895,4.4083
2011-03-04,,,94.6,0.894,2.3988,3.614,4.3635
2011-03-07,,,94.6,0.9038,2.405,3.6275,4.3857
2011-03-08,,,91.2,0.9144,2.4169,3.6502,4.4261
2011-03-09,,,90.9,0.8778,2.345,3.5692,4.3661
2011-03-10,,,94.2,0.8325,2.2448,3.4738,4.2713
2011-03-11,,,91.7,0.8348,2.2688,3.5163,4.319
2011-03-14,,,90.8,0.7958,2.1993,3.4792,4.3117
2011-03-15,,,94.6,0.796,2.1885,3.425,4.2408
2011-03-16,,,103.6,0.7558,2.0699,3.3078,4.1385
2011-03-17,,,103.7,0.7955,2.143,3.3675,4.1918
2011-03-18,,,100.3,0.793,2.1608,3.37,4.163
2011-03-21,,,95.6,0.8425,2.2562,3.441,4.211
2011-03-22,,,91.9,0.8513,2.261,3.44,4.2044
2011-03-23,,,91.7,0.8548,2.276,3.4653,4.2205
2011-03-24,,,90.1,0.8943,2.337,3.5196,4.2576
2011-03-25,,,93.5,0.9355,2.3779,3.5515,4.2806
2011-03-28,,,93.8,0.954,2.402,3.5497,4.2785
2011-03-29,,,91.8,0.9883,2.4533,3.6005,4.3255
2011-03-30,,,89.6,0.9653,2.398,3.5405,4.275
2011-03-31,,,90.9,1.005,2.4654,3.574,4.2871
2011-04-01,,,87.5,0.9846,2.443,3.548,4.2665
2011-04-04,,,85.4,0.9425,2.392,3.5275,4.256
2011-04-05,,,85.1,0.9867,2.4715,3.594,4.3016
2011-04-06,,,89.7,1.0097,2.5196,3.6513,4.3745
2011-04-07,,,88.8,0.964,2.4865,3.646,4.3818
2011-04-08,,,88.5,0.988,2.514,3.6807,4.408
2011-04-11,,,85.8,1.004,2.5165,3.6784,4.4178
2011-04-12,,,85.2,0.916,2.4035,3.5842,4.3345
2011-04-13,,,83.9,0.8975,2.3615,3.5439,4.309
2011-04-14,,,82.2,0.9374,2.4238,3.5944,4.3245
2011-04-15,,,81.5,0.8625,2.3208,3.502,4.2425
2011-04-18,,,82.8,0.8285,2.2525,3.4448,4.1999
2011-04-19,,,80.2,0.8143,2.2485,3.4382,4.1868
2011-04-20,,,77.4,0.8505,2.3155,3.4898,4.234
2011-04-21,,,76.6,0.8441,2.305,3.487,4.248
2011-04-22,,,76.6,0.8433,2.2999,3.4755,4.239
2011-04-25,,,74.8,0.8178,2.2653,3.4434,4.234
2011-04-26,,,81.3,0.7875,2.2053,3.379,4.1595
2011-04-27,,,79.2,0.785,2.222,3.4328,4.2225
2011-04-28,,,76.8,0.7883,2.173,3.3856,4.1783
2011-04-29,,,76.8,0.78,2.147,3.366,4.163
2011-05-02,,,76.3,0.7805,2.1433,3.3541,4.1346
2011-05-03,,,80.1,0.7769,2.1293,3.3306,4.115
2011-05-04,,,80.2,0.7589,2.12,3.3005,4.0885
2011-05-05,,,83.4,0.7515,2.0676,3.241,4.0133
2011-05-06,,,84.1,0.7392,2.054,3.2401,4.0395
2011-05-09,,,82.4,0.734,2.0395,3.2415,4.044
2011-05-10,,,80.1,0.7648,2.108,3.3038,4.102
2011-05-11,,,83.2,0.7275,2.0519,3.251,4.0545
2011-05-12,,,81.9,0.7449,2.0813,3.2945,4.101
2011-05-13,,,82.1,0.7275,2.0545,3.249,4.053
2011-05-16,,,80.3,0.7124,2.0185,3.2205,4.01
2011-05-17,,,78.1,0.7115,2.002,3.189,3.965
2011-05-18,,,77.9,0.746,2.072,3.261,4.0475
2011-05-19,,,79.8,0.72,2.05,3.2619,4.067
2011-05-20,,,79.8,0.708,2.0225,3.2355,4.059
2011-05-23,,,78.0,0.726,2.016,3.2245,4.032
2011-05-24,,,76.7,0.7125,2.0055,3.203,4.008
2011-05-25,,,75.8,0.71,2.006,3.2215,4.036
2011-05-26,,,74.3,0.675,1.9415,3.149,3.968
2011-05-27,,,73.9,0.6605,1.936,3.1718,3.989
2011-05-30,,,73.9,0.655,1.9335,3.161,3.9905
2011-05-31,,,71.5,0.6595,1.934,3.1615,3.9795
2011-06-01,,,72.9,0.6245,1.8325,3.0542,3.902
2011-06-02,,,76.6,0.658,1.902,3.1505,3.996
2011-06-03,,,75.9,0.6242,1.8595,3.1105,3.964
2011-06-06,,,75.8,0.6205,1.856,3.1225,4.0
2011-06-07,,,73.5,0.6055,1.8305,3.1209,4.002
2011-06-08,,,77.5,0.576,1.7515,3.057,3.9335
2011-06-09,,,77.3,0.613,1.8305,3.1025,3.96
2011-06-10,,,78.1,0.594,1.803,3.077,3.9285
2011-06-13,,,76.4,0.5965,1.8235,3.0915,3.945
2011-06-14,,,82.5,0.6435,1.9305,3.2031,4.0345
2011-06-15,,,85.9,0.6285,1.837,3.1005,3.94
2011-06-16,,,87.9,0.6515,1.845,3.0858,3.921
2011-06-17,,,85.3,0.644,1.8405,3.092,3.9455
2011-06-20,,,82.5,0.6452,1.841,3.1015,3.9361
2011-06-21,,,80.9,0.6411,1.8555,3.1245,3.9565
2011-06-22,,,79.0,0.6345,1.8415,3.1005,3.935
2011-06-23,,,83.6,0.6164,1.782,3.0396,3.879
2011-06-24,,,84.8,0.641,1.7455,3.0095,3.8729
2011-06-27,,,83.8,0.672,1.795,3.0614,3.9459
2011-06-28,,,89.4,0.71,1.898,3.1495,3.997
2011-06-29,,,87.2,0.702,1.959,3.227,4.063
2011-06-30,,,88.9,0.7015,2.0335,3.279,4.074
2011-07-01,,,90.5,0.719,2.0505,3.303,4.098
2011-07-04,,,90.5,0.7085,2.0505,3.301,4.0995
2011-07-05,,,90.7,0.68,1.971,3.251,4.0658
2011-07-06,,,89.0,0.6796,1.9615,3.246,4.062
2011-07-07,,,90.4,0.711,2.0155,3.2786,4.0842
2011-07-08,,,85.8,0.6385,1.883,3.17,3.9945
2011-07-11,,,88.4,0.644,1.821,3.081,3.9215
2011-07-12,,,90.3,0.655,1.793,3.04,3.8815
2011-07-13,,,88.1,0.636,1.7795,3.036,3.875
2011-07-14,,,89.1,0.6365,1.824,3.092,3.9435
2011-07-15,,,90.4,0.651,1.784,3.044,3.9124
2011-07-18,,,89.6,0.6565,1.776,3.046,3.926
2011-07-19,,,88.8,0.6555,1.7775,3.031,3.883
2011-07-20,,,85.1,0.6555,1.801,3.0635,3.9155
2011-07-21,,,89.0,0.659,1.859,3.132,3.977
2011-07-22,,,84.3,0.6192,1.782,3.06,3.921
2011-07-25,,,86.8,0.636,1.788,3.09,3.967
2011-07-26,,,84.8,0.621,1.7485,3.049,3.9415
2011-07-27,,,89.1,0.643,1.784,3.0763,3.95
2011-07-28,,,86.5,0.6355,1.76,3.0535,3.9236
2011-07-29,,,88.0,0.59,1.6235,2.925,3.8075
2011-08-01,,,84.1,0.588,1.5825,2.862,3.763
2011-08-02,,,87.1,0.5755,1.507,2.7348,3.612
2011-08-03,,,85.5,0.5825,1.531,2.7405,3.609
2011-08-04,,,91.0,0.517,1.379,2.559,3.419
2011-08-05,,,100.7,0.538,1.541,2.73,3.579
2011-08-08,,,117.8,0.55,1.438,2.553,3.38
2011-08-09,,,107.7,0.452,1.3165,2.467,3.348
2011-08-10,,,98.9,0.432,1.208,2.314,3.203
2011-08-11,,,107.9,0.428,1.28,2.4995,3.3994
2011-08-12,,,109.1,0.4467,1.239,2.4182,3.339
2011-08-15,,,99.8,0.4479,1.2585,2.449,3.39
2011-08-16,,,92.0,0.4346,1.2,2.348,3.286
2011-08-17,,,87.8,0.4449,1.179,2.279,3.187
2011-08-18,,,95.0,0.457,1.15,2.183,3.058
2011-08-19,,,100.3,0.482,1.1865,2.2012,3.0405
2011-08-22,,,104.2,0.522,1.232,2.2595,3.0766
2011-08-23,,,105.5,0.5516,1.2645,2.3088,3.124
2011-08-24,,,105.8,0.523,1.3455,2.4678,3.3015
2011-08-25,,,107.7,0.517,1.312,2.417,3.2535
2011-08-26,,,101.5,0.4978,1.2492,2.356,3.1846
2011-08-29,,,98.0,0.506,1.297,2.415,3.238
2011-08-30,,,99.2,0.498,1.2585,2.363,3.193
2011-08-31,,,97.9,0.495,1.265,2.402,3.2545
2011-09-01,,,98.8,0.484,1.204,2.323,3.164
2011-09-02,,,99.4,0.509,1.151,2.187,2.9942
2011-09-05,,,99.4,0.533,1.163,2.1855,2.9915
2011-09-06,,,103.1,0.5194,1.1855,2.195,2.9925
2011-09-07,,,100.6,0.513,1.205,2.2365,3.078
2011-09-08,,,99.4,0.502,1.157,2.1695,3.007
2011-09-09,,,100.7,0.5205,1.132,2.143,2.968
2011-09-12,,,99.2,0.5367,1.18,2.1657,2.97
2011-09-13,,,97.5,0.5353,1.197,2.2025,3.0455
2011-09-14,,,96.6,0.528,1.182,2.187,2.987
2011-09-15,,,97.3,0.508,1.228,2.266,3.068
2011-09-16,,,97.6,0.497,1.216,2.239,3.031
2011-09-19,,,99.6,0.4736,1.149,2.154,2.9482
2011-09-20,,,99.9,0.4615,1.144,2.1427,2.931
2011-09-21,,,93.3,0.5075,1.139,2.071,2.7924
2011-09-22,,,103.4,0.515,1.069,1.909,2.566
2011-09-23,,,104.5,0.5174,1.157,2.0168,2.664
2011-09-26,,,107.4,0.5155,1.191,2.0852,2.769
2011-09-27,,,107.3,0.5315,1.2322,2.1495,2.8304
2011-09-28,,,103.1,0.5525,1.2405,2.1555,2.823
2011-09-29,,,100.4,0.5606,1.278,2.1745,2.822
2011-09-30,,,100.6,0.5765,1.253,2.108,2.6966
2011-10-03,,,105.7,0.6015,1.1885,1.9744,2.525
2011-10-04,,,109.0,0.6265,1.255,2.058,2.606
2011-10-05,,,108.9,0.638,1.306,2.122,2.655
2011-10-06,,,108.7,0.6435,1.355,2.198,2.728
2011-10-07,,,106.4,0.679,1.432,2.277,2.7865
2011-10-10,,,106.4,0.693,1.4165,2.2703,2.784
2011-10-11,,,106.8,0.689,1.471,2.337,2.865
2011-10-12,,,108.3,0.654,1.461,2.3715,2.9375
2011-10-13,,,106.8,0.662,1.43,2.3568,2.909
2011-10-14,,,109.2,0.652,1.458,2.435,3.006
2011-10-17,,,108.4,0.6505,1.411,2.351,2.911
2011-10-18,,,107.5,0.639,1.413,2.376,2.951
2011-10-19,,,105.0,0.6385,1.388,2.3535,2.9495
2011-10-20,,,105.9,0.6354,1.4095,2.3822,2.992
2011-10-21,,,107.5,0.6465,1.424,2.417,3.0455
2011-10-24,,,103.6,0.6437,1.436,2.427,3.059
2011-10-25,,,102.1,0.6175,1.3304,2.3023,2.931
2011-10-26,,,105.2,0.6485,1.4065,2.396,3.023
2011-10-27,,,108.1,0.6332,1.482,2.5498,3.213
2011-10-28,,,107.4,0.6,1.4148,2.463,3.1304
2011-10-31,,,107.2,0.5645,1.275,2.283,2.9097
2011-11-01,,,116.0,0.583,1.2395,2.167,2.7788
2011-11-02,,,111.9,0.5708,1.2005,2.154,2.7861
2011-11-03,,,109.2,0.5745,1.246,2.2405,2.9
2011-11-04,,,106.6,0.5808,1.211,2.193,2.854
2011-11-07,,,106.3,0.5926,1.233,2.199,2.86
2011-11-08,,,105.6,0.6005,1.2625,2.242,2.898
2011-11-09,,,111.8,0.6486,1.2575,2.1615,2.802
2011-11-10,,,113.7,0.682,1.309,2.227,2.8566
2011-11-11,,,113.7,0.699,1.295,2.213,2.8595
2011-11-14,,,113.1,0.702,1.334,2.2465,2.852
2011-11-15,,,108.6,0.7075,1.331,2.241,2.8324
2011-11-16,,,106.1,0.7585,1.317,2.203,2.78
2011-11-17,,,111.7,0.7865,1.316,2.1561,2.7116
2011-11-18,,,109.8,0.771,1.3445,2.1828,2.7091
2011-11-21,,,107.5,0.791,1.332,2.1383,2.6665
2011-11-22,,,103.6,0.776,1.309,2.1055,2.6
2011-11-23,,,104.7,0.8085,1.3275,2.094,2.566
2011-11-24,,,104.7,0.804,1.32,2.0948,2.5658
2011-11-25,,,102.3,0.82,1.373,2.16,2.6378
2011-11-28,,,102.8,0.8,1.36,2.1655,2.6366
2011-11-29,,,103.1,0.7802,1.345,2.169,2.6558
2011-11-30,,,99.7,0.667,1.321,2.217,2.7385
2011-12-01,,,100.8,0.6866,1.3655,2.2555,2.774
2011-12-02,,,98.6,0.696,1.328,2.2085,2.7371
2011-12-05,,,94.0,0.6898,1.321,2.1895,2.725
2011-12-06,,,93.0,0.68,1.3195,2.2225,2.7895
2011-12-07,,,94.3,0.6567,1.2605,2.1555,2.742
2011-12-08,,,95.0,0.6375,1.209,2.101,2.686
2011-12-09,,,99.9,0.647,1.259,2.1878,2.788
2011-12-12,,,95.8,0.6625,1.251,2.1565,2.749
2011-12-13,,,90.3,0.691,1.252,2.1115,2.7008
2011-12-14,,,91.7,0.7185,1.2495,2.0486,2.6086
2011-12-15,,,87.2,0.709,1.257,2.0715,2.636
2011-12-16,,,89.4,0.7188,1.225,2.0295,2.594
2011-12-19,,,87.6,0.742,1.2435,1.997,2.532
2011-12-20,,,92.3,0.7305,1.2765,2.0925,2.6515
2011-12-21,,,91.8,0.7415,1.305,2.128,2.7135
2011-12-22,,,90.2,0.756,1.3105,2.1135,2.6996
2011-12-23,,,94.2,0.789,1.37,2.1903,2.774
2011-12-26,,,94.2,0.7769,1.371,2.193,2.772
2011-12-27,,,94.8,0.785,1.357,2.1685,2.7395
2011-12-28,,,95.1,0.776,1.305,2.0815,2.6345
2011-12-29,,,94.1,0.756,1.2705,2.0635,2.6185
2011-12-30,,,91.1,0.7261,1.227,2.036,2.6148
2012-01-02,,,91.1,0.7261,1.227,2.039,2.6148
2012-01-03,,,90.7,0.7405,1.279,2.1055,2.697
2012-01-04,,,88.9,0.724,1.259,2.1165,2.733
2012-01-05,,,87.9,0.7185,1.254,2.131,2.759
2012-01-06,,,81.7,0.678,1.212,2.096,2.718
2012-01-09,,,78.6,0.646,1.197,2.0955,2.7365
2012-01-10,,,80.2,0.6395,1.201,2.106,2.7345
2012-01-11,,,78.2,0.6075,1.1625,2.0505,2.689
2012-01-12,,,77.1,0.5825,1.157,2.0612,2.699
2012-01-13,,,79.2,0.5695,1.115,2.011,2.643
2012-01-16,,,79.2,0.545,1.113,2.001,2.6256
2012-01-17,,,75.6,0.567,1.107,1.9975,2.6265
2012-01-18,,,75.0,0.5805,1.122,2.034,2.6765
2012-01-19,,,80.0,0.5875,1.1755,2.106,2.7565
2012-01-20,,,84.6,0.594,1.206,2.153,2.8205
2012-01-23,,,85.8,0.5825,1.222,2.172,2.8425
2012-01-24,,,81.6,0.5845,1.215,2.1755,2.8455
2012-01-25,,,76.7,0.5555,1.105,2.104,2.8392
2012-01-26,,,75.9,0.5315,1.057,2.041,2.7815
2012-01-27,,,75.4,0.537,1.044,2.0085,2.7585
2012-01-30,,,72.4,0.5405,1.0395,1.9695,2.7055
2012-01-31,,,72.1,0.512,0.988,1.9155,2.6395
2012-02-01,,,72.7,0.504,0.979,1.9275,2.6845
2012-02-02,,,70.2,0.489,0.9665,1.9245,2.691
2012-02-03,,,76.7,0.503,1.036,2.0305,2.812
2012-02-06,,,72.3,0.5222,1.0435,2.017,2.7855
2012-02-07,,,79.3,0.5455,1.1045,2.0865,2.84
2012-02-08,,,79.0,0.536,1.113,2.1015,2.8515
2012-02-09,,,83.2,0.534,1.131,2.1175,2.8735
2012-02-10,,,80.7,0.5505,1.105,2.07,2.8195
2012-02-13,,,78.8,0.577,1.124,2.057,2.796
2012-02-14,,,79.0,0.569,1.093,2.017,2.755
2012-02-15,,,76.6,0.5525,1.064,2.0085,2.7475
2012-02-16,,,80.1,0.588,1.129,2.0605,2.8005
2012-02-17,,,81.5,0.5804,1.142,2.082,2.8125
2012-02-20,,,81.5,0.599,1.14,2.0725,2.8165
2012-02-21,,,79.3,0.5945,1.193,2.147,2.887
2012-02-22,,,79.6,0.5885,1.147,2.0915,2.8295
2012-02-23,,,79.0,0.6,1.164,2.0925,2.831
2012-02-24,,,77.1,0.6185,1.1705,2.0816,2.798
2012-02-27,,,74.8,0.5885,1.1185,2.0289,2.7485
2012-02-28,,,73.9,0.569,1.104,2.0385,2.766
2012-02-29,,,75.9,0.5527,1.11,2.0615,2.78
2012-03-01,,,77.4,0.5513,1.144,2.1145,2.846
2012-03-02,,,76.0,0.524,1.096,2.059,2.806
2012-03-05,,,75.0,0.552,1.125,2.089,2.838
2012-03-06,,,75.8,0.5522,1.0885,2.029,2.762
2012-03-07,,,75.1,0.5545,1.113,2.06,2.816
2012-03-08,,,76.6,0.558,1.1375,2.0935,2.8624
2012-03-09,,,73.2,0.574,1.1525,2.106,2.8636
2012-03-12,,,69.9,0.5795,1.1535,2.101,2.852
2012-03-13,,,73.8,0.6055,1.2315,2.1947,2.947
2012-03-14,,,89.7,0.641,1.324,2.322,3.0705
2012-03-15,,,83.4,0.625,1.3255,2.3445,3.103
2012-03-16,,,84.9,0.6155,1.3485,2.355,3.097
2012-03-19,,,92.3,0.636,1.436,2.4495,3.1815
2012-03-20,,,93.3,0.66,1.4504,2.441,3.151
2012-03-21,,,89.5,0.6315,1.3835,2.3695,3.087
2012-03-22,,,87.1,0.6285,1.3675,2.3515,3.0585
2012-03-23,,,86.2,0.6105,1.336,2.3075,3.0106
2012-03-26,,,85.6,0.5932,1.3225,2.318,3.0425
2012-03-27,,,80.7,0.566,1.2465,2.2415,2.9888
2012-03-28,,,77.4,0.576,1.273,2.2655,3.006
2012-03-29,,,75.2,0.581,1.24,2.229,2.9735
2012-03-30,,,78.6,0.581,1.272,2.287,3.04
2012-04-02,,,75.6,0.5795,1.254,2.27,3.029
2012-04-03,,,84.3,0.6209,1.361,2.389,3.148
2012-04-04,,,84.6,0.626,1.312,2.3245,3.0677
2012-04-05,,,83.7,0.631,1.29,2.289,3.042
2012-04-06,,,78.5,0.6115,1.1765,2.1479,2.9143
2012-04-09,,,76.2,0.6045,1.186,2.141,2.892
2012-04-10,,,75.1,0.6005,1.1485,2.096,2.8376
2012-04-11,,,76.3,0.5875,1.169,2.1415,2.898
2012-04-12,,,73.5,0.571,1.1705,2.1565,2.911
2012-04-13,,,72.6,0.567,1.1455,2.0982,2.8355
2012-04-16,,,72.9,0.569,1.1385,2.0915,2.834
2012-04-17,,,73.9,0.562,1.143,2.1055,2.8505
2012-04-18,,,72.5,0.5606,1.131,2.0865,2.839
2012-04-19,,,72.2,0.5655,1.1365,2.0849,2.832
2012-04-20,,,71.4,0.5665,1.139,2.079,2.832
2012-04-23,,,70.9,0.5727,1.125,2.059,2.8005
2012-04-24,,,71.9,0.5755,1.152,2.1007,2.8464
2012-04-25,,,70.6,0.5575,1.143,2.1075,2.864
2012-04-26,,,65.2,0.5605,1.116,2.07,2.8375
2012-04-27,,,64.1,0.5555,1.1185,2.0666,2.838
2012-04-30,,,62.9,0.5475,1.094,2.0395,2.821
2012-05-01,,,67.0,0.546,1.114,2.072,2.8605
2012-05-02,,,65.1,0.5465,1.106,2.0555,2.831
2012-05-03,,,63.3,0.543,1.1075,2.0585,2.8335
2012-05-04,,,57.8,0.5465,1.0805,2.017,2.7935
2012-05-07,,,56.7,0.5515,1.0755,2.01,2.78
2012-05-08,,,57.7,0.5645,1.075,1.9935,2.7582
2012-05-09,,,58.7,0.591,1.0885,1.9861,2.748
2012-05-10,,,57.6,0.5895,1.094,2.0075,2.769
2012-05-11,,,61.5,0.6095,1.097,1.9885,2.732
2012-05-14,,,70.3,0.6415,1.0865,1.925,2.6265
2012-05-15,,,67.7,0.664,1.11,1.9245,2.616
2012-05-16,,,67.0,0.648,1.0995,1.899,2.5895
2012-05-17,,,70.6,0.6565,1.081,1.836,2.482
2012-05-18,,,70.6,0.665,1.095,1.849,2.493
2012-05-21,,,69.1,0.6385,1.0815,1.8665,2.5095
2012-05-22,,,70.8,0.6465,1.104,1.904,2.584
2012-05-23,,,73.7,0.6385,1.0865,1.8755,2.5365
2012-05-24,,,73.1,0.642,1.1215,1.921,2.6005
2012-05-25,,,71.2,0.639,1.0975,1.8889,2.5745
2012-05-28,,,71.2,0.6275,1.098,1.889,2.5745
2012-05-29,,,68.9,0.6225,1.1005,1.8925,2.5693
2012-05-30,,,73.0,0.6165,1.032,1.785,2.4395
2012-05-31,,,74.4,0.6175,1.0015,1.7385,2.383
2012-06-01,,,80.6,0.625,0.986,1.67,2.285
2012-06-04,,,86.5,0.625,1.0265,1.737,2.3345
2012-06-05,,,84.6,0.6075,1.018,1.772,2.404
2012-06-06,,,87.7,0.5935,1.0465,1.828,2.4745
