,BGCR,TGCR,MOVE,SW_2Y,SW_5Y,SW_10Y,SW_30Y
1990-01-01,,,87.93,,,,
1990-01-02,,,91.73,,,,
1990-01-03,,,93.21,,,,
1990-01-04,,,95.09,,,,
1990-01-05,,,85.28,,,,
1990-01-08,,,86.91,,,,
1990-01-09,,,83.53,,,,
1990-01-10,,,84.53,,,,
1990-01-11,,,82.86,,,,
1990-01-12,,,87.31,,,,
1990-01-15,,,87.31,,,,
1990-01-16,,,95.37,,,,
1990-01-17,,,93.84,,,,
1990-01-18,,,101.9,,,,
1990-01-19,,,95.76,,,,
1990-01-22,,,101.65,,,,
1990-01-23,,,102.77,,,,
1990-01-24,,,109.14,,,,
1990-01-25,,,109.73,,,,
1990-01-26,,,110.08,,,,
1990-01-29,,,108.34,,,,
1990-01-30,,,112.71,,,,
1990-01-31,,,105.5,,,,
1990-02-01,,,105.39,,,,
1990-02-02,,,103.31,,,,
1990-02-05,,,98.51,,,,
1990-02-06,,,99.43,,,,
1990-02-07,,,107.67,,,,
1990-02-08,,,104.47,,,,
1990-02-09,,,105.65,,,,
1990-02-12,,,104.26,,,,
1990-02-13,,,106.11,,,,
1990-02-14,,,102.26,,,,
1990-02-15,,,100.59,,,,
1990-02-16,,,94.63,,,,
1990-02-19,,,94.63,,,,
1990-02-20,,,109.0,,,,
1990-02-21,,,110.89,,,,
1990-02-22,,,110.03,,,,
1990-02-23,,,107.16,,,,
1990-02-26,,,111.62,,,,
1990-02-27,,,107.3,,,,
1990-02-28,,,105.72,,,,
1990-03-01,,,108.82,,,,
1990-03-02,,,106.51,,,,
1990-03-05,,,106.45,,,,
1990-03-06,,,106.34,,,,
1990-03-07,,,106.23,,,,
1990-03-08,,,107.16,,,,
1990-03-09,,,106.44,,,,
1990-03-12,,,105.3,,,,
1990-03-13,,,109.46,,,,
1990-03-14,,,107.1,,,,
1990-03-15,,,103.56,,,,
1990-03-16,,,101.57,,,,
1990-03-19,,,103.04,,,,
1990-03-20,,,103.03,,,,
1990-03-21,,,101.37,,,,
1990-03-22,,,106.6,,,,
1990-03-23,,,105.88,,,,
1990-03-26,,,105.56,,,,
1990-03-27,,,103.5,,,,
1990-03-28,,,98.67,,,,
1990-03-29,,,102.21,,,,
1990-03-30,,,103.89,,,,
1990-04-02,,,104.48,,,,
1990-04-03,,,100.64,,,,
1990-04-04,,,107.26,,,,
1990-04-05,,,103.72,,,,
1990-04-06,,,100.77,,,,
1990-04-09,,,98.98,,,,
1990-04-10,,,100.48,,,,
1990-04-11,,,99.17,,,,
1990-04-12,,,98.78,,,,
1990-04-13,,,98.78,,,,
1990-04-16,,,99.05,,,,
1990-04-17,,,99.94,,,,
1990-04-18,,,101.29,,,,
1990-04-19,,,101.37,,,,
1990-04-20,,,102.13,,,,
1990-04-23,,,106.32,,,,
1990-04-24,,,105.36,,,,
1990-04-25,,,104.23,,,,
1990-04-26,,,109.41,,,,
1990-04-27,,,106.59,,,,
1990-04-30,,,104.63,,,,
1990-05-01,,,106.19,,,,
1990-05-02,,,106.92,,,,
1990-05-03,,,106.81,,,,
1990-05-04,,,108.46,,,,
1990-05-07,,,104.55,,,,
1990-05-08,,,105.61,,,,
1990-05-09,,,109.61,,,,
1990-05-10,,,107.67,,,,
1990-05-11,,,105.45,,,,
1990-05-14,,,107.87,,,,
1990-05-15,,,107.45,,,,
1990-05-16,,,104.42,,,,
1990-05-17,,,101.79,,,,
1990-05-18,,,100.61,,,,
1990-05-21,,,94.82,,,,
1990-05-22,,,95.16,,,,
1990-05-23,,,95.14,,,,
1990-05-24,,,94.0,,,,
1990-05-25,,,93.62,,,,
1990-05-28,,,93.62,,,,
1990-05-29,,,92.77,,,,
1990-05-30,,,94.45,,,,
1990-05-31,,,94.7,,,,
1990-06-01,,,97.12,,,,
1990-06-04,,,93.49,,,,
1990-06-05,,,92.72,,,,
1990-06-06,,,96.01,,,,
1990-06-07,,,96.24,,,,
1990-06-08,,,91.83,,,,
1990-06-11,,,95.2,,,,
1990-06-12,,,96.26,,,,
1990-06-13,,,97.84,,,,
1990-06-14,,,95.23,,,,
1990-06-15,,,94.28,,,,
1990-06-18,,,94.28,,,,
1990-06-19,,,94.9,,,,
1990-06-20,,,90.84,,,,
1990-06-21,,,92.67,,,,
1990-06-22,,,91.53,,,,
1990-06-25,,,92.06,,,,
1990-06-26,,,91.79,,,,
1990-06-27,,,92.74,,,,
1990-06-28,,,94.55,,,,
1990-06-29,,,96.98,,,,
1990-07-02,,,99.7,,,,
1990-07-03,,,96.49,,,,
1990-07-04,,,96.49,,,,
1990-07-05,,,100.97,,,,
1990-07-06,,,97.03,,,,
1990-07-09,,,98.56,,,,
1990-07-10,,,97.83,,,,
1990-07-11,,,96.94,,,,
1990-07-12,,,100.4,,,,
1990-07-13,,,97.45,,,,
1990-07-16,,,95.95,,,,
1990-07-17,,,94.14,,,,
1990-07-18,,,95.95,,,,
1990-07-19,,,94.16,,,,
1990-07-20,,,95.13,,,,
1990-07-23,,,99.72,,,,
1990-07-24,,,100.44,,,,
1990-07-25,,,99.07,,,,
1990-07-26,,,97.05,,,,
1990-07-27,,,98.12,,,,
1990-07-30,,,97.51,,,,
1990-07-31,,,99.29,,,,
1990-08-01,,,103.74,,,,
1990-08-02,,,109.04,,,,
1990-08-03,,,111.95,,,,
1990-08-06,,,114.46,,,,
1990-08-07,,,115.47,,,,
1990-08-08,,,115.36,,,,
1990-08-09,,,114.46,,,,
1990-08-10,,,114.75,,,,
1990-08-13,,,119.12,,,,
1990-08-14,,,118.91,,,,
1990-08-15,,,115.87,,,,
1990-08-16,,,120.45,,,,
1990-08-17,,,122.51,,,,
1990-08-20,,,123.46,,,,
1990-08-21,,,125.43,,,,
1990-08-22,,,126.67,,,,
1990-08-23,,,133.35,,,,
1990-08-24,,,136.22,,,,
1990-08-27,,,122.49,,,,
1990-08-28,,,117.57,,,,
1990-08-29,,,116.09,,,,
1990-08-30,,,117.86,,,,
1990-08-31,,,115.73,,,,
1990-09-03,,,115.73,,,,
1990-09-04,,,113.4,,,,
1990-09-05,,,114.04,,,,
1990-09-06,,,113.34,,,,
1990-09-07,,,112.56,,,,
1990-09-10,,,112.12,,,,
1990-09-11,,,109.67,,,,
1990-09-12,,,109.53,,,,
1990-09-13,,,109.07,,,,
1990-09-14,,,108.06,,,,
1990-09-17,,,111.24,,,,
1990-09-18,,,110.2,,,,
1990-09-19,,,109.35,,,,
1990-09-20,,,107.38,,,,
1990-09-21,,,112.28,,,,
1990-09-24,,,117.05,,,,
1990-09-25,,,114.68,,,,
1990-09-26,,,113.29,,,,
1990-09-27,,,115.68,,,,
1990-09-28,,,113.06,,,,
1990-10-01,,,113.85,,,,
1990-10-02,,,112.4,,,,
1990-10-03,,,113.28,,,,
1990-10-04,,,113.18,,,,
1990-10-05,,,114.08,,,,
1990-10-08,,,114.08,,,,
1990-10-09,,,118.21,,,,
1990-10-10,,,123.38,,,,
1990-10-11,,,122.68,,,,
1990-10-12,,,122.87,,,,
1990-10-15,,,118.93,,,,
1990-10-16,,,118.03,,,,
1990-10-17,,,115.7,,,,
1990-10-18,,,113.74,,,,
1990-10-19,,,114.39,,,,
1990-10-22,,,112.45,,,,
1990-10-23,,,113.59,,,,
1990-10-24,,,109.88,,,,
1990-10-25,,,111.09,,,,
1990-10-26,,,111.86,,,,
1990-10-29,,,112.38,,,,
1990-10-30,,,111.82,,,,
1990-10-31,,,109.46,,,,
1990-11-01,,,109.23,,,,
1990-11-02,,,105.75,,,,
1990-11-05,,,103.48,,,,
1990-11-06,,,103.38,,,,
1990-11-07,,,104.07,,,,
1990-11-08,,,105.9,,,,
1990-11-09,,,104.04,,,,
1990-11-12,,,104.04,,,,
1990-11-13,,,100.7,,,,
1990-11-14,,,99.83,,,,
1990-11-15,,,99.11,,,,
1990-11-16,,,100.4,,,,
1990-11-19,,,97.25,,,,
1990-11-20,,,94.76,,,,
1990-11-21,,,95.81,,,,
1990-11-22,,,95.81,,,,
1990-11-23,,,96.04,,,,
1990-11-26,,,95.97,,,,
1990-11-27,,,95.97,,,,
1990-11-28,,,96.26,,,,
1990-11-29,,,96.78,,,,
1990-11-30,,,95.82,,,,
1990-12-03,,,93.48,,,,
1990-12-04,,,94.43,,,,
1990-12-05,,,92.56,,,,
1990-12-06,,,97.12,,,,
1990-12-07,,,93.95,,,,
1990-12-10,,,98.12,,,,
1990-12-11,,,100.89,,,,
1990-12-12,,,98.93,,,,
1990-12-13,,,99.01,,,,
1990-12-14,,,100.18,,,,
1990-12-17,,,101.59,,,,
1990-12-18,,,101.89,,,,
1990-12-19,,,102.76,,,,
1990-12-20,,,102.44,,,,
1990-12-21,,,106.19,,,,
1990-12-24,,,110.22,,,,
1990-12-25,,,110.22,,,,
1990-12-26,,,112.62,,,,
1990-12-27,,,112.18,,,,
1990-12-28,,,122.6,,,,
1990-12-31,,,116.37,,,,
1991-01-01,,,116.37,,,,
1991-01-02,,,119.35,,,,
1991-01-03,,,120.17,,,,
1991-01-04,,,119.65,,,,
1991-01-07,,,129.68,,,,
1991-01-08,,,135.1,,,,
1991-01-09,,,135.25,,,,
1991-01-10,,,135.98,,,,
1991-01-11,,,136.97,,,,
1991-01-14,,,141.16,,,,
1991-01-15,,,141.77,,,,
1991-01-16,,,134.24,,,,
1991-01-17,,,125.55,,,,
1991-01-18,,,123.29,,,,
1991-01-21,,,115.58,,,,
1991-01-22,,,112.25,,,,
1991-01-23,,,113.74,,,,
1991-01-24,,,106.95,,,,
1991-01-25,,,106.29,,,,
1991-01-28,,,99.26,,,,
1991-01-29,,,97.87,,,,
1991-01-30,,,95.89,,,,
1991-01-31,,,95.0,,,,
1991-02-01,,,92.43,,,,
1991-02-04,,,95.55,,,,
1991-02-05,,,94.29,,,,
1991-02-06,,,93.76,,,,
1991-02-07,,,92.96,,,,
1991-02-08,,,92.16,,,,
1991-02-11,,,91.56,,,,
1991-02-12,,,91.9,,,,
1991-02-13,,,91.93,,,,
1991-02-14,,,91.34,,,,
1991-02-15,,,89.91,,,,
1991-02-18,,,89.91,,,,
1991-02-19,,,90.95,,,,
1991-02-20,,,89.07,,,,
1991-02-21,,,88.01,,,,
1991-02-22,,,89.29,,,,
1991-02-25,,,95.01,,,,
1991-02-26,,,92.19,,,,
1991-02-27,,,91.89,,,,
1991-02-28,,,89.74,,,,
1991-03-01,,,96.27,,,,
1991-03-04,,,92.57,,,,
1991-03-05,,,92.4,,,,
1991-03-06,,,96.74,,,,
1991-03-07,,,97.74,,,,
1991-03-08,,,92.22,,,,
1991-03-11,,,96.0,,,,
1991-03-12,,,95.79,,,,
1991-03-13,,,94.52,,,,
1991-03-14,,,93.89,,,,
1991-03-15,,,91.93,,,,
1991-03-18,,,91.59,,,,
1991-03-19,,,96.4,,,,
1991-03-20,,,91.0,,,,
1991-03-21,,,91.02,,,,
1991-03-22,,,88.01,,,,
1991-03-25,,,89.41,,,,
1991-03-26,,,91.62,,,,
1991-03-27,,,88.71,,,,
1991-03-28,,,90.37,,,,
1991-03-29,,,90.37,,,,
1991-04-01,,,91.58,,,,
1991-04-02,,,92.79,,,,
1991-04-03,,,98.21,,,,
1991-04-04,,,96.12,,,,
1991-04-05,,,91.28,,,,
1991-04-08,,,90.24,,,,
1991-04-09,,,92.18,,,,
1991-04-10,,,96.03,,,,
1991-04-11,,,96.36,,,,
1991-04-12,,,92.65,,,,
1991-04-15,,,92.81,,,,
1991-04-16,,,92.57,,,,
1991-04-17,,,92.89,,,,
1991-04-18,,,93.0,,,,
1991-04-19,,,93.97,,,,
1991-04-22,,,97.07,,,,
1991-04-23,,,92.05,,,,
1991-04-24,,,92.27,,,,
1991-04-25,,,92.56,,,,
1991-04-26,,,93.52,,,,
1991-04-29,,,91.56,,,,
1991-04-30,,,92.04,,,,
1991-05-01,,,93.98,,,,
1991-05-02,,,94.26,,,,
1991-05-03,,,90.71,,,,
1991-05-06,,,87.13,,,,
1991-05-07,,,86.59,,,,
1991-05-08,,,90.14,,,,
1991-05-09,,,92.81,,,,
1991-05-10,,,91.14,,,,
1991-05-13,,,88.32,,,,
1991-05-14,,,91.2,,,,
1991-05-15,,,88.56,,,,
1991-05-16,,,87.59,,,,
1991-05-17,,,89.47,,,,
1991-05-20,,,82.56,,,,
1991-05-21,,,83.1,,,,
1991-05-22,,,80.29,,,,
1991-05-23,,,81.87,,,,
1991-05-24,,,80.69,,,,
1991-05-27,,,80.69,,,,
1991-05-28,,,80.46,,,,
1991-05-29,,,82.55,,,,
1991-05-30,,,79.53,,,,
1991-05-31,,,81.41,,,,
1991-06-03,,,83.3,,,,
1991-06-04,,,83.32,,,,
1991-06-05,,,86.26,,,,
1991-06-06,,,89.77,,,,
1991-06-07,,,87.76,,,,
1991-06-10,,,86.68,,,,
1991-06-11,,,85.08,,,,
1991-06-12,,,87.36,,,,
1991-06-13,,,84.77,,,,
1991-06-14,,,79.77,,,,
1991-06-17,,,79.75,,,,
1991-06-18,,,80.07,,,,
1991-06-19,,,79.18,,,,
1991-06-20,,,80.02,,,,
1991-06-21,,,78.7,,,,
1991-06-24,,,78.64,,,,
1991-06-25,,,79.61,,,,
1991-06-26,,,78.54,,,,
1991-06-27,,,77.7,,,,
1991-06-28,,,77.77,,,,
1991-07-01,,,77.79,,,,
1991-07-02,,,78.5,,,,
1991-07-03,,,78.87,,,,
1991-07-04,,,78.87,,,,
1991-07-05,,,77.18,,,,
1991-07-08,,,79.08,,,,
1991-07-09,,,79.52,,,,
1991-07-10,,,79.38,,,,
1991-07-11,,,78.98,,,,
1991-07-12,,,76.52,,,,
1991-07-15,,,77.56,,,,
1991-07-16,,,77.89,,,,
1991-07-17,,,77.14,,,,
1991-07-18,,,76.37,,,,
1991-07-19,,,75.69,,,,
1991-07-22,,,72.74,,,,
1991-07-23,,,74.09,,,,
1991-07-24,,,72.5,,,,
1991-07-25,,,74.43,,,,
1991-07-26,,,74.73,,,,
1991-07-29,,,75.44,,,,
1991-07-30,,,73.66,,,,
1991-07-31,,,73.23,,,,
1991-08-01,,,74.93,,,,
1991-08-02,,,74.16,,,,
1991-08-05,,,73.26,,,,
1991-08-06,,,74.14,,,,
1991-08-07,,,80.06,,,,
1991-08-08,,,82.08,,,,
1991-08-09,,,79.72,,,,
1991-08-12,,,72.76,,,,
1991-08-13,,,73.11,,,,
1991-08-14,,,76.41,,,,
1991-08-15,,,77.6,,,,
1991-08-16,,,76.37,,,,
1991-08-19,,,94.69,,,,
1991-08-20,,,93.55,,,,
1991-08-21,,,85.4,,,,
1991-08-22,,,86.65,,,,
1991-08-23,,,86.43,,,,
1991-08-26,,,81.82,,,,
1991-08-27,,,80.88,,,,
1991-08-28,,,83.41,,,,
1991-08-29,,,86.03,,,,
1991-08-30,,,84.62,,,,
1991-09-02,,,84.62,,,,
1991-09-03,,,85.91,,,,
1991-09-04,,,89.63,,,,
1991-09-05,,,91.3,,,,
1991-09-06,,,83.84,,,,
1991-09-09,,,79.91,,,,
1991-09-10,,,80.35,,,,
1991-09-11,,,80.52,,,,
1991-09-12,,,82.88,,,,
1991-09-13,,,79.46,,,,
1991-09-16,,,76.06,,,,
1991-09-17,,,76.03,,,,
1991-09-18,,,76.78,,,,
1991-09-19,,,77.19,,,,
1991-09-20,,,78.19,,,,
1991-09-23,,,76.26,,,,
1991-09-24,,,76.41,,,,
1991-09-25,,,76.58,,,,
1991-09-26,,,75.83,,,,
1991-09-27,,,78.53,,,,
1991-09-30,,,78.08,,,,
1991-10-01,,,78.45,,,,
1991-10-02,,,81.66,,,,
1991-10-03,,,83.48,,,,
1991-10-04,,,78.98,,,,
1991-10-07,,,81.48,,,,
1991-10-08,,,81.06,,,,
1991-10-09,,,82.47,,,,
1991-10-10,,,85.59,,,,
1991-10-11,,,81.74,,,,
1991-10-14,,,81.74,,,,
1991-10-15,,,82.18,,,,
1991-10-16,,,84.11,,,,
1991-10-17,,,84.39,,,,
1991-10-18,,,84.02,,,,
1991-10-21,,,87.77,,,,
1991-10-22,,,89.64,,,,
1991-10-23,,,90.75,,,,
1991-10-24,,,90.17,,,,
1991-10-25,,,87.3,,,,
1991-10-28,,,86.29,,,,
1991-10-29,,,90.38,,,,
1991-10-30,,,90.92,,,,
1991-10-31,,,90.71,,,,
1991-11-01,,,85.13,,,,
1991-11-04,,,86.54,,,,
1991-11-05,,,87.2,,,,
1991-11-06,,,86.3,,,,
1991-11-07,,,84.08,,,,
1991-11-08,,,80.9,,,,
1991-11-11,,,80.9,,,,
1991-11-12,,,81.04,,,,
1991-11-13,,,81.44,,,,
1991-11-14,,,77.98,,,,
1991-11-15,,,85.96,,,,
1991-11-18,,,84.81,,,,
1991-11-19,,,84.69,,,,
1991-11-20,,,83.29,,,,
1991-11-21,,,81.15,,,,
1991-11-22,,,82.71,,,,
1991-11-25,,,80.16,,,,
1991-11-26,,,78.99,,,,
1991-11-27,,,76.34,,,,
1991-11-28,,,76.34,,,,
1991-11-29,,,77.2,,,,
1991-12-02,,,79.8,,,,
1991-12-03,,,77.7,,,,
1991-12-04,,,80.07,,,,
1991-12-05,,,78.75,,,,
1991-12-06,,,78.83,,,,
1991-12-09,,,79.71,,,,
1991-12-10,,,81.26,,,,
1991-12-11,,,83.99,,,,
1991-12-12,,,81.52,,,,
1991-12-13,,,77.72,,,,
1991-12-16,,,75.29,,,,
1991-12-17,,,75.04,,,,
1991-12-18,,,74.94,,,,
1991-12-19,,,76.0,,,,
1991-12-20,,,78.67,,,,
1991-12-23,,,79.35,,,,
1991-12-24,,,78.4,,,,
1991-12-25,,,78.4,,,,
1991-12-26,,,77.84,,,,
1991-12-27,,,75.42,,,,
1991-12-30,,,79.49,,,,
1991-12-31,,,82.85,,,,
1992-01-01,,,82.85,,,,
1992-01-02,,,84.13,,,,
1992-01-03,,,85.43,,,,
1992-01-06,,,89.01,,,,
1992-01-07,,,89.97,,,,
1992-01-08,,,90.94,,,,
1992-01-09,,,90.7,,,,
1992-01-10,,,90.12,,,,
1992-01-13,,,95.12,,,,
1992-01-14,,,98.57,,,,
1992-01-15,,,101.89,,,,
1992-01-16,,,101.21,,,,
1992-01-17,,,98.31,,,,
1992-01-20,,,98.31,,,,
1992-01-21,,,99.38,,,,
1992-01-22,,,94.87,,,,
1992-01-23,,,99.1,,,,
1992-01-24,,,99.62,,,,
1992-01-27,,,100.94,,,,
1992-01-28,,,103.19,,,,
1992-01-29,,,107.73,,,,
1992-01-30,,,110.86,,,,
1992-01-31,,,109.49,,,,
1992-02-03,,,112.79,,,,
1992-02-04,,,110.93,,,,
1992-02-05,,,110.9,,,,
1992-02-06,,,108.86,,,,
1992-02-07,,,108.3,,,,
1992-02-10,,,106.41,,,,
1992-02-11,,,110.64,,,,
1992-02-12,,,106.68,,,,
1992-02-13,,,108.99,,,,
1992-02-14,,,108.43,,,,
1992-02-17,,,108.43,,,,
1992-02-18,,,112.5,,,,
1992-02-19,,,111.19,,,,
1992-02-20,,,105.66,,,,
1992-02-21,,,105.03,,,,
1992-02-24,,,106.24,,,,
1992-02-25,,,106.39,,,,
1992-02-26,,,105.3,,,,
1992-02-27,,,105.61,,,,
1992-02-28,,,105.43,,,,
1992-03-02,,,104.81,,,,
1992-03-03,,,106.38,,,,
1992-03-04,,,109.84,,,,
1992-03-05,,,111.34,,,,
1992-03-06,,,108.57,,,,
1992-03-09,,,110.06,,,,
1992-03-10,,,107.6,,,,
1992-03-11,,,111.19,,,,
1992-03-12,,,116.18,,,,
1992-03-13,,,112.92,,,,
1992-03-16,,,116.6,,,,
1992-03-17,,,113.83,,,,
1992-03-18,,,113.18,,,,
1992-03-19,,,114.91,,,,
1992-03-20,,,114.86,,,,
1992-03-23,,,112.92,,,,
1992-03-24,,,115.37,,,,
1992-03-25,,,113.2,,,,
1992-03-26,,,114.04,,,,
1992-03-27,,,113.53,,,,
1992-03-30,,,112.93,,,,
1992-03-31,,,113.63,,,,
1992-04-01,,,111.64,,,,
1992-04-02,,,110.13,,,,
1992-04-03,,,106.24,,,,
1992-04-06,,,104.81,,,,
1992-04-07,,,105.07,,,,
1992-04-08,,,110.78,,,,
1992-04-09,,,110.86,,,,
1992-04-10,,,107.16,,,,
1992-04-13,,,106.39,,,,
1992-04-14,,,106.73,,,,
1992-04-15,,,107.42,,,,
1992-04-16,,,108.93,,,,
1992-04-17,,,108.93,,,,
1992-04-20,,,110.47,,,,
1992-04-21,,,112.45,,,,
1992-04-22,,,111.68,,,,
1992-04-23,,,108.32,,,,
1992-04-24,,,107.06,,,,
1992-04-27,,,108.01,,,,
1992-04-28,,,108.14,,,,
1992-04-29,,,107.52,,,,
1992-04-30,,,107.63,,,,
1992-05-01,,,104.52,,,,
1992-05-04,,,107.47,,,,
1992-05-05,,,107.68,,,,
1992-05-06,,,108.79,,,,
1992-05-07,,,108.03,,,,
1992-05-08,,,105.18,,,,
1992-05-11,,,104.04,,,,
1992-05-12,,,104.87,,,,
1992-05-13,,,102.55,,,,
1992-05-14,,,103.13,,,,
1992-05-15,,,101.17,,,,
1992-05-18,,,100.85,,,,
1992-05-19,,,99.54,,,,
1992-05-20,,,101.18,,,,
1992-05-21,,,101.94,,,,
1992-05-22,,,100.22,,,,
1992-05-25,,,100.22,,,,
1992-05-26,,,106.82,,,,
1992-05-27,,,104.59,,,,
1992-05-28,,,104.06,,,,
1992-05-29,,,104.02,,,,
1992-06-01,,,105.24,,,,
1992-06-02,,,105.55,,,,
1992-06-03,,,104.31,,,,
1992-06-04,,,104.02,,,,
1992-06-05,,,100.65,,,,
1992-06-08,,,95.83,,,,
1992-06-09,,,91.26,,,,
1992-06-10,,,91.09,,,,
1992-06-11,,,89.63,,,,
1992-06-12,,,87.82,,,,
1992-06-15,,,88.25,,,,
1992-06-16,,,89.04,,,,
1992-06-17,,,89.04,,,,
1992-06-18,,,94.0,,,,
1992-06-19,,,93.07,,,,
1992-06-22,,,90.04,,,,
1992-06-23,,,90.73,,,,
1992-06-24,,,87.85,,,,
1992-06-25,,,89.35,,,,
1992-06-26,,,90.38,,,,
1992-06-29,,,91.52,,,,
1992-06-30,,,91.18,,,,
1992-07-01,,,90.39,,,,
1992-07-02,,,85.15,,,,
1992-07-03,,,85.15,,,,
1992-07-06,,,86.4,,,,
1992-07-07,,,84.04,,,,
1992-07-08,,,93.2,,,,
1992-07-09,,,91.89,,,,
1992-07-10,,,92.97,,,,
1992-07-13,,,93.19,,,,
1992-07-14,,,91.7,,,,
1992-07-15,,,91.43,,,,
1992-07-16,,,93.22,,,,
1992-07-17,,,95.09,,,,
1992-07-20,,,98.38,,,,
1992-07-21,,,96.8,,,,
1992-07-22,,,96.17,,,,
1992-07-23,,,99.72,,,,
1992-07-24,,,102.35,,,,
1992-07-27,,,102.11,,,,
1992-07-28,,,98.54,,,,
1992-07-29,,,101.51,,,,
1992-07-30,,,104.04,,,,
1992-07-31,,,104.95,,,,
1992-08-03,,,104.9,,,,
1992-08-04,,,103.32,,,,
1992-08-05,,,102.8,,,,
1992-08-06,,,103.23,,,,
1992-08-07,,,101.37,,,,
1992-08-10,,,104.75,,,,
1992-08-11,,,103.86,,,,
1992-08-12,,,101.79,,,,
1992-08-13,,,103.12,,,,
1992-08-14,,,101.28,,,,
1992-08-17,,,104.29,,,,
1992-08-18,,,106.29,,,,
1992-08-19,,,103.82,,,,
1992-08-20,,,104.25,,,,
1992-08-21,,,105.12,,,,
1992-08-24,,,112.79,,,,
1992-08-25,,,116.2,,,,
1992-08-26,,,113.13,,,,
1992-08-27,,,108.85,,,,
1992-08-28,,,107.6,,,,
1992-08-31,,,110.85,,,,
1992-09-01,,,105.72,,,,
1992-09-02,,,111.48,,,,
1992-09-03,,,111.7,,,,
1992-09-04,,,101.02,,,,
1992-09-07,,,101.02,,,,
1992-09-08,,,107.84,,,,
1992-09-09,,,109.16,,,,
1992-09-10,,,108.72,,,,
1992-09-11,,,107.55,,,,
1992-09-14,,,109.16,,,,
1992-09-15,,,110.16,,,,
1992-09-16,,,115.11,,,,
1992-09-17,,,113.25,,,,
1992-09-18,,,114.79,,,,
1992-09-21,,,110.15,,,,
1992-09-22,,,113.92,,,,
1992-09-23,,,114.86,,,,
1992-09-24,,,110.79,,,,
1992-09-25,,,108.17,,,,
1992-09-28,,,110.82,,,,
1992-09-29,,,112.51,,,,
1992-09-30,,,115.51,,,,
1992-10-01,,,119.41,,,,
1992-10-02,,,115.87,,,,
1992-10-05,,,126.1,,,,
1992-10-06,,,123.36,,,,
1992-10-07,,,123.88,,,,
1992-10-08,,,123.71,,,,
1992-10-09,,,123.99,,,,
1992-10-12,,,123.99,,,,
1992-10-13,,,126.41,,,,
1992-10-14,,,126.1,,,,
1992-10-15,,,125.36,,,,
1992-10-16,,,122.78,,,,
1992-10-19,,,125.17,,,,
1992-10-20,,,132.21,,,,
1992-10-21,,,133.99,,,,
1992-10-22,,,137.25,,,,
1992-10-23,,,138.62,,,,
1992-10-26,,,138.12,,,,
1992-10-27,,,138.17,,,,
1992-10-28,,,128.49,,,,
1992-10-29,,,124.48,,,,
1992-10-30,,,127.74,,,,
1992-11-02,,,134.41,,,,
1992-11-03,,,129.14,,,,
1992-11-04,,,126.13,,,,
1992-11-05,,,122.68,,,,
1992-11-06,,,114.24,,,,
1992-11-09,,,113.62,,,,
1992-11-10,,,112.26,,,,
1992-11-11,,,112.26,,,,
1992-11-12,,,113.89,,,,
1992-11-13,,,111.43,,,,
1992-11-16,,,112.02,,,,
1992-11-17,,,108.62,,,,
1992-11-18,,,110.72,,,,
1992-11-19,,,110.03,,,,
1992-11-20,,,105.94,,,,
1992-11-23,,,106.62,,,,
1992-11-24,,,105.56,,,,
1992-11-25,,,107.76,,,,
1992-11-26,,,107.76,,,,
1992-11-27,,,102.12,,,,
1992-11-30,,,104.49,,,,
1992-12-01,,,104.02,,,,
1992-12-02,,,103.83,,,,
1992-12-03,,,101.94,,,,
1992-12-04,,,92.49,,,,
1992-12-07,,,92.64,,,,
1992-12-08,,,90.36,,,,
1992-12-09,,,98.15,,,,
1992-12-10,,,97.82,,,,
1992-12-11,,,94.62,,,,
1992-12-14,,,96.06,,,,
1992-12-15,,,94.9,,,,
1992-12-16,,,91.38,,,,
1992-12-17,,,91.28,,,,
1992-12-18,,,89.31,,,,
1992-12-21,,,88.21,,,,
1992-12-22,,,88.28,,,,
1992-12-23,,,89.15,,,,
1992-12-24,,,87.62,,,,
1992-12-25,,,87.62,,,,
1992-12-28,,,91.33,,,,
1992-12-29,,,92.59,,,,
1992-12-30,,,93.78,,,,
1992-12-31,,,94.94,,,,
1993-01-01,,,94.94,,,,
1993-01-04,,,101.85,,,,
1993-01-05,,,101.21,,,,
1993-01-06,,,105.35,,,,
1993-01-07,,,107.98,,,,
1993-01-08,,,102.42,,,,
1993-01-11,,,102.86,,,,
1993-01-12,,,104.11,,,,
1993-01-13,,,103.88,,,,
1993-01-14,,,102.05,,,,
1993-01-15,,,100.16,,,,
1993-01-18,,,100.16,,,,
1993-01-19,,,98.86,,,,
1993-01-20,,,98.68,,,,
1993-01-21,,,98.93,,,,
1993-01-22,,,96.53,,,,
1993-01-25,,,98.86,,,,
1993-01-26,,,100.64,,,,
1993-01-27,,,98.41,,,,
1993-01-28,,,100.99,,,,
1993-01-29,,,99.51,,,,
1993-02-01,,,99.75,,,,
1993-02-02,,,100.9,,,,
1993-02-03,,,100.44,,,,
1993-02-04,,,99.52,,,,
1993-02-05,,,98.29,,,,
1993-02-08,,,95.25,,,,
1993-02-09,,,97.46,,,,
1993-02-10,,,99.37,,,,
1993-02-11,,,97.16,,,,
1993-02-12,,,94.39,,,,
1993-02-15,,,94.39,,,,
1993-02-16,,,99.3,,,,
1993-02-17,,,99.24,,,,
1993-02-18,,,103.41,,,,
1993-02-19,,,102.91,,,,
